Match ID,Date,Venue,Team1,Team2,Toss Winner,Toss Decision,Stage,First Innings Score,First Innings Wicket,Second Innings score,Second Innings Wicket,Match Winner,Won by,Margin,Player of the match
33,28-04-2017,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,Field,Group,207,3,181,9,Sunrisers Hyderabad,Runs,26,Rashid Khan
34,29-04-2017,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,157,3,96,9,Rising Pune Supergiants,Runs,61,Lockie Ferguson
35,29-04-2017,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions,Mumbai Indians,Gujarat Lions,Bat,Group,153,9,153,10,Mumbai Indians,Super Over,,Krunal Pandya
36,30-04-2017,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,Field,Group,67,10,68,0,Kings XI Punjab,Wickets,10,Sandeep Sharma
37,30-04-2017,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,209,3,161,7,Sunrisers Hyderabad,Runs,48,David Warner
38,01-05-2017,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,Bat,Group,162,8,165,5,Mumbai Indians,Wickets,5,Rohit Sharma
39,01-05-2017,"Maharashtra Cricket Association Stadium, Pune",Gujarat Lions,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,161,10,167,5,Rising Pune Supergiants,Wickets,5,Ben Stokes
40,02-05-2017,"Feroz Shah Kotla, Delhi",Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,Field,Group,185,3,189,4,Delhi Daredevils,Wickets,6,Mohammed Shami
41,03-05-2017,"Eden Gardens, Kolkata",Kolkata Knight Riders,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,155,8,158,6,Rising Pune Supergiants,Wickets,4,Rahul Tripathi
42,04-05-2017,"Feroz Shah Kotla, Delhi",Gujarat Lions,Delhi Daredevils,Delhi Daredevils,Field,Group,208,7,214,3,Delhi Daredevils,Wickets,7,Rishabh Pant
43,05-05-2017,"M. Chinnaswamy Stadium, Bangalore",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,138,7,119,10,Kings XI Punjab,Runs,19,Sandeep Sharma
44,06-05-2017,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Rising Pune Supergiants,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,148,8,136,9,Rising Pune Supergiants,Runs,12,Jaydev Unadkat
45,06-05-2017,"Feroz Shah Kotla, Delhi",Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Field,Group,212,3,66,10,Mumbai Indians,Runs,146,Lendl Simmons
46,07-05-2017,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,158,6,159,4,Kolkata Knight Riders,Wickets,6,Sunil Narine
47,07-05-2017,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Gujarat Lions,Gujarat Lions,Field,Group,189,3,192,4,Gujarat Lions,Wickets,6,Dwayne Smith
48,08-05-2017,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Bat,Group,138,7,140,3,Sunrisers Hyderabad,Wickets,7,Shikhar Dhawan
49,09-05-2017,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,167,6,153,6,Kings XI Punjab,Runs,14,Mohit Sharma
50,10-05-2017,"Green Park Stadium, Kanpur",Gujarat Lions,Delhi Daredevils,Delhi Daredevils,Field,Group,195,5,197,8,Delhi Daredevils,Wickets,2,Shreyas Iyer
51,11-05-2017,"Wankhede Stadium, Mumbai",Kings XI Punjab,Mumbai Indians,Mumbai Indians,Field,Group,230,3,223,6,Kings XI Punjab,Runs,7,Wriddhiman Saha
52,12-05-2017,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Rising Pune Supergiants,Delhi Daredevils,Bat,Group,168,8,161,7,Delhi Daredevils,Runs,7,Karun Nair
53,13-05-2017,"Green Park Stadium, Kanpur",Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,154,10,158,2,Sunrisers Hyderabad,Wickets,8,Mohammed Siraj
54,13-05-2017,"Eden Gardens, Kolkata",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,173,5,164,8,Mumbai Indians,Runs,9,Ambati Rayudu
55,14-05-2017,"Maharashtra Cricket Association Stadium, Pune",Kings XI Punjab,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,73,10,78,1,Rising Pune Supergiants,Wickets,9,Jaydev Unadkat
56,14-05-2017,"Feroz Shah Kotla, Delhi",Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,Bat,Group,161,6,151,10,Royal Challengers Bangalore,Runs,10,Harshal Patel
57,16-05-2017,"Wankhede Stadium, Mumbai",Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,Field,Playoff,162,4,142,9,Rising Pune Supergiants,Runs,20,Washington Sundar
58,17-05-2017,"M. Chinnaswamy Stadium, Bangalore",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Field,Playoff,128,7,48,3,Kolkata Knight Riders,Wickets,7,Nathan Coulter-Nile
59,19-05-2017,"M. Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Playoff,107,10,111,4,Mumbai Indians,Wickets,6,Karn Sharma
60,21-05-2017,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,Bat,Final,129,8,128,6,Mumbai Indians,Runs,1,Krunal Pandya
