Match ID,Date,Venue,Team1,Team2,Toss Winner,Toss Decision,Stage,First Innings Score,First Innings Wicket,Second Innings score,Second Innings Wicket,Match Winner,Won by,Margin,Player of the match
35,05-05-2018,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,Group,127,9,128,4,Chennai Super Kings,Wickets,6,Ravindra Jadeja
36,05-05-2018,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,Bat,Group,163,5,164,3,Sunrisers Hyderabad,Wickets,7,Rashid Khan
37,06-05-2018,"Wankhede Stadium, Mumbai",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,181,4,168,6,Mumbai Indians,Runs,13,Hardik Pandya
38,06-05-2018,"Holkar Cricket Stadium, Indore",Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,Field,Group,152,9,155,4,Kings XI Punjab,Wickets,6,Mujeeb Ur Rahman
39,07-05-2018,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,146,10,141,6,Sunrisers Hyderabad,Runs,5,Kane Williamson
40,08-05-2018,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,Bat,Group,158,8,143,7,Rajasthan Royals,Runs,15,Jos Buttler
41,09-05-2018,"Eden Gardens, Kolkata",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,210,6,108,10,Mumbai Indians,Runs,102,Ishan Kishan
42,10-05-2018,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,Bat,Group,187,5,191,1,Sunrisers Hyderabad,Wickets,9,Shikhar Dhawan
43,11-05-2018,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bat,Group,176,4,177,6,Rajasthan Royals,Wickets,4,Jos Buttler
44,12-05-2018,"Holkar Cricket Stadium, Indore",Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,Field,Group,245,6,214,8,Kolkata Knight Riders,Runs,31,Sunil Narine
45,12-05-2018,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,181,4,187,5,Royal Challengers Bangalore,Wickets,5,AB de Villiers
46,13-05-2018,"Maharashtra Cricket Association Stadium, Pune",Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Field,Group,179,4,180,2,Chennai Super Kings,Wickets,8,Ambati Rayudu
47,13-05-2018,"Wankhede Stadium, Mumbai",Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,Group,168,6,171,3,Rajasthan Royals,Wickets,7,Jos Buttler
48,14-05-2018,"Holkar Cricket Stadium, Indore",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,88,10,92,0,Royal Challengers Bangalore,Wickets,10,Umesh Yadav
49,15-05-2018,"Eden Gardens, Kolkata",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,142,10,145,4,Kolkata Knight Riders,Wickets,6,Kuldeep Yadav
50,16-05-2018,"Wankhede Stadium, Mumbai",Mumbai Indians,Kings XI Punjab,Kings XI Punjab,Field,Group,186,8,183,5,Mumbai Indians,Runs,3,Jasprit Bumrah
51,17-05-2018,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,218,6,204,3,Royal Challengers Bangalore,Runs,14,AB de Villiers
52,18-05-2018,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,Field,Group,162,5,128,6,Delhi Daredevils,Runs,34,Harshal Patel
53,19-05-2018,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Bat,Group,164,5,134,10,Rajasthan Royals,Runs,30,Shreyas Gopal
54,19-05-2018,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bat,Group,172,9,173,5,Kolkata Knight Riders,Wickets,5,Chris Lynn
55,20-05-2018,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Mumbai Indians,Delhi Daredevils,Bat,Group,174,4,163,10,Delhi Daredevils,Runs,11,Amit Mishra
56,20-05-2018,"Maharashtra Cricket Association Stadium, Pune",Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,Field,Group,153,10,159,5,Chennai Super Kings,Wickets,5,Lungi Ngidi
57,22-05-2018,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Field,Playoff,139,7,140,8,Chennai Super Kings,Wickets,2,Faf du Plessis
58,23-05-2018,"Eden Gardens, Kolkata",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Playoff,169,7,144,4,Kolkata Knight Riders,Runs,25,Andre Russell
59,25-05-2018,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Field,Playoff,174,7,160,9,Sunrisers Hyderabad,Runs,14,Rashid Khan
60,27-05-2018,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Field,Final,178,6,181,2,Chennai Super Kings,Wickets,8,Shane Watson
