Match ID,Date,Venue,Team1,Team2,Toss Winner,Toss Decision,Stage,First Innings Score,First Innings Wicket,Second Innings score,Second Innings Wicket,Match Winner,Won by,Margin,Player of the match
31,01-05-2015,"Feroz Shah Kotla, Delhi",Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,Field,Group,118,8,119,1,Delhi Daredevils,Wickets,9,Nathan Coulter-Nile
32,01-05-2015,"Wankhede Stadium, Mumbai",Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,Group,187,5,179,7,Mumbai Indians,Runs,8,Ambati Rayudu
33,02-05-2015,"M. Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,111,4,115,3,Royal Challengers Bangalore,Wickets,7,Mandeep Singh
34,02-05-2015,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Field,Group,192,7,170,6,Sunrisers Hyderabad,Runs,22,David Warner 
35,03-05-2015,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,Mumbai Indians,Bat,Group,172,3,149,7,Mumbai Indians,Runs,23,Lendl Simmons
36,03-05-2015,"Brabourne Stadium, Mumbai",Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,Field,Group,189,2,175,7,Rajasthan Royals,Runs,14,Ajinkya Rahane
37,04-05-2015,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Bat,Group,148,9,124,10,Chennai Super Kings,Runs,24,Suresh Raina
38,04-05-2015,"Eden Gardens, Kolkata",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,167,7,132,9,Kolkata Knight Riders,Runs,35,Umesh Yadav
39,05-05-2015,"Wankhede Stadium, Mumbai",Delhi Daredevils,Mumbai Indians,Delhi Daredevils,Bat,Group,152,6,153,5,Mumbai Indians,Wickets,5,Harbhajan Singh
40,06-05-2015,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,Field,Group,226,3,88,10,Royal Challengers Bangalore,Runs,138,Chris Gayle
41,07-05-2015,"Brabourne Stadium, Mumbai",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Field,Group,201,4,194,7,Sunrisers Hyderabad,Runs,7,Eoin Morgan
42,07-05-2015,"Eden Gardens, Kolkata",Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,Bat,Group,171,7,158,6,Kolkata Knight Riders,Runs,13,Piyush Chawla
43,08-05-2015,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bat,Group,158,5,159,4,Mumbai Indians,Wickets,6,Hardik Pandya
44,09-05-2015,"Eden Gardens, Kolkata",Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,Bat,Group,183,5,184,9,Kolkata Knight Riders,Wickets,1,Andre Russell
45,09-05-2015,"Chhattisgarh International Cricket Stadium, Raipur",Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,Bat,Group,163,4,157,4,Sunrisers Hyderabad,Runs,6,Moises Henriques
46,10-05-2015,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,Bat,Group,235,1,196,7,Royal Challengers Bangalore,Runs,39,AB de Villiers
47,10-05-2015,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bat,Group,157,5,145,9,Chennai Super Kings,Runs,12,Ravindra Jadeja
48,11-05-2015,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,Bat,Group,185,5,180,7,Sunrisers Hyderabad,Runs,5,David Warner 
49,12-05-2015,"Chhattisgarh International Cricket Stadium, Raipur",Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,Bat,Group,119,6,120,4,Delhi Daredevils,Wickets,6,Zaheer Khan
50,13-05-2015,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,106,6,84,6,Kings XI Punjab,Runs,22,Axar Patel
51,14-05-2015,"Wankhede Stadium, Mumbai",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,171,4,166,7,Mumbai Indians,Runs,5,Hardik Pandya
52,15-05-2015,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Bat,Group,135,3,83,4,Royal Challengers Bangalore,Wickets,6,Virat Kohli
53,16-05-2015,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,Bat,Group,130,7,134,3,Chennai Super Kings,Wickets,7,Pawan Negi
54,16-05-2015,"Brabourne Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Bat,Group,199,6,190,9,Rajasthan Royals,Runs,9,Shane Watson
55,17-05-2015,"M. Chinnaswamy Stadium, Bangalore",Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,187,5,2,0,,,,
56,17-05-2015,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Bat,Group,113,10,114,1,Mumbai Indians,Wickets,9,Mitchell McClenaghan
57,19-05-2015,"Wankhede Stadium, Mumbai",Mumbai Indians,Chennai Super Kings,Mumbai Indians,Bat,Playoff,187,6,162,10,Mumbai Indians,Runs,25,Kieron Pollard
58,20-05-2015,"MCA Stadium, Pune",Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Bat,Playoff,180,4,109,10,Royal Challengers Bangalore,Runs,71,AB de Villiers
59,22-05-2015,"JSCA International Cricket Stadium, Ranchi",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,Playoff,139,8,140,7,Chennai Super Kings,Wickets,3,Ashish Nehra
60,24-05-2015,"Eden Gardens, Kolkata",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Final,202,5,161,8,Mumbai Indians,Runs,41,Rohit Sharma
